word,weight
sarcasm,3246.2115733845935
irony,2656.280004057286
news,1058.5268448997883
ironic,986.4454634232064
peace,974.0110250047213
drugs,960.1231097650622
late,893.6359448878738
humor,835.8728835783239
just,816.3303211332317
politics,802.1843706606252
education,748.7283345467002
love,688.4919752322231
like,595.6943535201415
people,594.7723734034945
amp,594.141197740226
im,579.9867990768619
gopdebate,505.4420387516189
day,490.3085028032953
dont,468.98996036408334
funny,460.2054968452694
good,455.06072804745367
lol,418.3854226306722
great,413.2203921483951
time,398.81372385625576
new,391.18277961176346
know,390.85973108836566
oh,373.9766464288082
today,363.10486342774647
really,356.21907804092496
life,351.1607711726505
right,327.76917228384394
sarcastic,321.5884749363901
thats,306.63281593239924
work,294.7576666614964
thanks,294.0215755604979
way,290.2389912766865
think,286.60443633433295
got,276.437881031136
need,273.7763653146559
make,255.5349272756344
best,252.1525955512671
going,250.80105554936202
fun,243.96648524590728
want,238.14992806826683
did,235.2589327148761
man,235.08701476016628
better,233.3268821690245
say,228.76411547314316
world,227.81290127126124
night,220.23759938681445
says,216.65468542469088
youre,215.32584456643397
yes,204.07780631113735
didnt,201.85533806559906
getting,200.84983299769664
isnt,196.36914601604454
sure,196.23224396943655
twitter,192.7847689257448
yeah,190.0156469164732
wow,188.84779665414396
game,186.20112990438525
wait,183.0516892208125
tweet,181.31211040557142
trump,179.0426307801065
school,178.79249273371377
thing,176.7161278118913
look,171.5998000013314
hes,170.3927024446292
doesnt,169.83398995920766
guy,169.71766381152608
happy,165.95655283546085
gop,163.94029666515593
does,162.71682695780288
use,162.61062403045096
said,162.27151606427302
live,162.12197786774036
job,159.71977502481232
nice,159.05862380306678
free,158.95358038876105
thank,158.9239778211151
money,156.9514961979588
rt,155.48243819889342
big,154.72191015987784
watching,152.97041412285196
year,152.478887110704
makes,151.1446720719534
bad,148.82661397117874
real,145.77987522337187
thought,144.91454964578966
morning,142.985677537577
having,141.61178959704665
come,140.83828698600362
women,140.4844136140698
week,140.1785149315538
tonight,138.2071626758362
things,137.14252634808443
post,136.5492085137174
video,134.8590110975455
god,134.5143906433995
glad,134.0003272018066
awesome,133.8279039590064
watch,133.811655101963
feel,133.65922744965178
hate,133.20861243939618
home,132.80438633503044
start,130.78327449843042
read,130.72443938796002
help,130.3600750006439
days,129.80830981738393
coming,128.4781906926498
actually,127.56750739262408
years,127.21403174932227
tell,126.30429469716223
stop,125.05415280773325
talking,124.70617379350378
ive,124.07793292299901
team,122.87183490634035
10,122.40261343783266
mean,121.79517469196077
called,121.12256522470548
theres,120.38988558819517
doing,118.73646004386603
music,117.9151636112782
media,117.1333301672725
person,116.88918493373036
black,116.7684603917305
yay,116.73545306345666
talk,116.53573326403405
guess,116.28057494863666
true,116.11410294871243
trying,115.77214896264546
health,115.74598137260527
kids,115.25135602372951
tech,114.7970396814148
lets,113.48886433515663
little,113.34450781982504
play,113.24071243752296
india,112.83791748223125
wrong,111.72655100680329
believe,111.1147800295437
guys,111.1115671459939
white,110.86631057955407
party,109.79267265868422
class,109.6359902243942
playing,109.5997918613003
tcot,109.03667330959466
making,108.64294712798291
gets,108.31249705398614
working,108.01891559733936
maybe,107.90732471532347
truth,107.61796630485424
food,107.23086058777346
internet,106.99574524018097
phone,106.9875882304836
hope,106.28398293874552
end,104.97742598672345
course,104.38056590935945
change,104.3371284936574
haha,103.11222206014142
using,102.25924377352445
design,102.16768173390585
art,101.95952086770072
business,101.5960345538587
needs,101.50971963426066
friends,100.86209131373471
totally,100.68817774982627
old,100.45653790480627
let,100.0434806541057
state,99.75604399836779
looking,99.18154363271913
hey,99.17620087582284
saw,99.08778817041478
war,98.77113928833435
used,98.67874200074066
theyre,98.3238442343971
run,98.26946009885572
long,98.21532330006742
hard,98.19224744065733
country,97.77285221024887
police,97.52534114423221
wont,97.3398251528962
debate,97.21028502177218
fans,96.73058700707347
sleep,96.22679207905148
obama,96.11688526012678
win,95.94193467461704
car,95.65512624645143
shit,95.56937162789849
looks,95.4679190071359
high,95.03743183214958
tv,94.50306563333642
lost,94.08140280046017
check,93.25682405830956
support,93.0216241596285
football,92.78757219001228
sign,92.02970431950087
lot,91.92625387032582
family,91.78451495031375
wonder,90.72029137921788
away,90.39123735569578
house,90.35423296994487
quote,90.35102997785694
times,90.21541510437181
place,90.167982545007
photo,90.11409899696794
america,89.54992016491904
book,89.01141100879869
woman,88.94034291691304
idea,87.92911480878831
pick,87.64111894439569
drug,87.4521520372025
left,86.63708253084991
point,86.41917266802912
saying,85.95628375941635
whats,85.43843242111221
service,85.35966399565886
men,85.0664864272495
song,84.90280495930186
summer,84.44452851974508
facebook,84.3636775440383
wants,84.28811977578783
story,84.16367193222715
word,83.37397686809089
president,83.32353469061914
writing,83.18276758762887
gonna,82.61439272016298
cool,81.85019984240034
taking,81.58233473257452
joke,81.4234093295627
season,80.7767871119242
calling,80.42867955986134
gt,80.0068742489466
ill,79.89938632654845
forgot,79.8028132662703
power,78.75568050142614
pain,78.45241406499765
hours,78.30902184861066
social,78.24078541395848
remember,78.23773851815754
government,78.02796773191079
amazing,78.02099127628111
science,77.93944042228964
finally,77.61039370990994
2015,77.53225148073983
probably,77.29467405770313
told,77.10179829056153
follow,76.73513728279607
cause,76.62556295487572
try,76.1072528324085
went,76.05118053251044
head,75.68022538680839
comes,75.59184161216598
news politics,75.44967385818407
deal,75.41995387711826
problem,75.24221633834524
open,75.19239316106571
sorry,75.00140166724859
tomorrow,74.99845414493613
movie,74.43611651622494
usa,74.12285878406874
line,74.11873604672141
girl,73.72943278309383
ok,73.59080581062908
goes,73.38156557576727
excited,73.32395369951517
favorite,73.25553178344951
face,73.22760821648927
pretty,73.0876718643256
city,73.02073152607514
pay,73.00266200630007
google,72.92156221514442
wouldnt,72.68376526273137
office,72.62589647651548
perfect,72.55397136288383
reading,72.32634191526375
care,72.10448339399636
law,72.08973392178783
shocked,72.0651903193508
water,71.8754260386721
words,71.87188125751952
iran,71.82827829549635
wasnt,71.05225935394964
inspirational,70.8996195774417
weekend,70.87416410712274
hit,70.69600094407497
uk,70.38765764728934
listening,70.30505215794535
students,70.20643526243363
beautiful,70.06536063234927
understand,69.79711959010336
market,69.55649707233809
running,69.4203452671009
kill,69.29945784648362
american,69.05381754719079
fan,68.92831574387645
apple,68.46850993546873
jobs,68.02536557708102
poor,67.96116208506645
missed,67.43888549995648
sense,67.4026584774058
coffee,67.11561963535189
arent,66.81767530583973
clearly,66.78417988518625
quotes,66.78334165813223
hear,66.77296905835033
fact,66.71624348790688
friday,66.60169142258171
question,66.52478896636016
death,66.39564720511709
college,66.38626997543368
moment,66.2167869389597
reason,66.05991195860169
feeling,66.05873567939983
buy,66.02910560614681
far,65.91825269241097
calls,65.89670524153985
mind,65.41570421715768
tweets,65.37578475957879
ask,64.96840491252368
ppl,64.91142388348744
list,64.8698556476665
super,64.59016427263273
traffic,64.44885668153498
thinking,64.34126275532319
girls,64.20771482512856
late night,64.08539774985599
waiting,64.03851581417406
education inspirational,64.03239189089868
fight,63.983744190309615
interesting,63.806208363991736
case,63.775668604298666
birthday,63.65695055763057
learn,63.62297697110483
meme,63.5904940145217
id,63.58466409098653
inspirational lol,63.517221744608484
stupid,63.21187187854644
instead,63.15462831102767
hilarious,63.089989748611075
omg,62.81741304620796
games,62.81218253087207
national,62.73403376166901
nfl,62.706278581752926
jokes,62.46066299840456
early,62.3856403635005
pic,62.33866189346455
heard,62.335414794971946
hour,62.33526708934007
apparently,62.171028769160245
heart,61.98476161130263
ur,61.91851488434121
pope,61.904517793118906
ones,61.391212750447544
history,61.38999665834987
english,61.17678984081044
wish,61.057457869577924
gotta,60.981119335565445
train,60.902800226701366
ago,60.85204067509689
children,60.81828151800102
exactly,60.73815657033678
rain,60.63921704756941
campaign,60.63288796665292
sounds,60.61816116620241
article,60.59735098873129
public,60.53694183092603
obviously,60.47072929793916
sad,60.446447663200395
gun,60.315891670573976
rights,60.20462940537577
means,60.14739301147017
turn,59.87737065899337
lmao,59.746193856958605
miss,59.57787220474415
future,59.45627517452287
important,59.37766320614093
room,59.36301012029664
fucking,59.286565264535234
seriously,59.01346796689872
seen,58.97617916106801
email,58.85551076832032
dead,58.76270626046938
clinton,58.62871508073291
kind,58.58053823587962
friend,58.44692440530582
fox,58.331009923638085
security,58.2638479876438
sex,58.14277430916248
took,58.13205653710812
hot,58.09599688311642
wearing,58.06343223995388
sunday,57.927540485166766
weather,57.90702471981732
human,57.88025223747883
knows,57.379507615327654
definitely,57.35210416168958
came,57.3078552368131
fuck,57.10860782434838
teachers,56.77353057342554
eating,56.52124367272389
cut,56.46786191074486
dog,56.2501767097572
religion,56.03621466935833
half,56.0060004110897
company,55.97436647124817
laugh,55.90332914185885
vs,55.86678439149862
20,55.84293426567623
fail,55.54679866357971
fair,55.45601630980304
bb17,55.30887455074763
shows,55.30794020854252
driving,55.22637522879301
ha,55.141072551578425
refugees,55.046958675067465
joe,54.978685615898954
set,54.953946251254074
parents,54.90064129023868
vote,54.70482869639241
design tech,54.68861354452097
killed,54.44442253237714
ad,54.400487378267826
forget,54.06091648624261
online,54.021903818709426
christian,53.94351087409351
eat,53.79862560354968
books,53.77059603944253
monday,53.72538042372828
guns,53.7065148123797
boy,53.642394179274824
hell,53.59069445659162
republican,53.516737625985726
break,53.36033496615376
wanted,53.297637030279496
race,53.196851338520375
started,52.91153833518551
outside,52.83791271134974
ready,52.466574515623485
issues,52.41243354657132
shes,52.23490975044737
stuff,52.068404040510856
weird,52.05409109028416
lives,51.802737041528566
living,51.77565170101091
im sure,51.69698640099224
peace love,51.63879210439185
stay,51.632676028810856
app,51.421130644152356
sitting,51.318563104547735
learning,51.28884762168854
red,51.164814054326385
takes,50.78285720525559
meeting,50.68011462282667
bit,50.51600793868363
wtf,50.45362910479808
comedy,50.17672863931854
group,49.922809375066805
leave,49.70839443390284
education design,49.475609094139
different,49.222816214943066
worst,49.13500376684871
cnn,49.044011691507606
soon,48.954200745482446
enjoy,48.88502392703005
bus,48.622095880798476
racist,48.547667908107016
donald,48.54754854859971
baby,48.09336168333237
just love,47.93059068210133
bc,47.80376485673092
crazy,47.76767065500564
weeks,47.73595489388079
reuters,47.68639398914645
cnndebate,47.374471620983556
radio,46.24290044965944
